model,b1,log10c0,p1,E1,E2,log10delta1,log10delta2,pop_frac1,pop_frac2,strategy1,strategy2,batches,steady_state,fullname
1,0.5,0,0.75,1,0.9,-2.5,-0.5,0.249999989,0.750000011,2.0781196412837e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_906.mat
1,0.5,0,0.75,1,0.9,-2.5,0,0.249999989,0.750000011,2.0781196412837e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_907.mat
1,0.5,0,0.75,1,0.9,-2,-2.5,1,0,0.744740983,0.74001238,725,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_908.mat
1,0.5,0,0.75,1,0.9,-2,-2,1,0,0.54552869,0.549988445,678,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_909.mat
1,0.5,0,0.75,1,0.9,-2,-1.5,0.127619102,0.872380898,0.285655846,0.519568201,369321,2,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_910.mat
1,0.5,0,0.75,1,0.9,-2,-1,0.249999989,0.750000011,2.09168482117244e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_911.mat
1,0.5,0,0.75,1,0.9,-2,-0.5,0.249999989,0.750000011,2.09168482117244e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_912.mat
1,0.5,0,0.75,1,0.9,-2,0,0.249999989,0.750000011,2.09168482117244e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_913.mat
1,0.5,0,0.75,1,0.9,-1.5,-2.5,1,3.85E-20,0.390099205,0.562428445,1726,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_914.mat
1,0.5,0,0.75,1,0.9,-1.5,-2,1,0,0.390099205,0.546464183,1555,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_915.mat
1,0.5,0,0.75,1,0.9,-1.5,-1.5,1,0,0.780198407,0.764868761,686,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_916.mat
1,0.5,0,0.75,1,0.9,-1.5,-1,0.249999989,0.750000011,2.32971620030363e-312,1,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_917.mat
1,0.5,0,0.75,1,0.9,-1.5,-0.5,0.249999989,0.750000011,2.32971620030363e-312,1,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_918.mat
1,0.5,0,0.75,1,0.9,-1.5,0,0.249999989,0.750000011,2.32971620030363e-312,1,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_919.mat
1,0.5,0,0.75,1,0.9,-1,-2.5,0.750000012,0.249999988,1,3.75985364131079e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_920.mat
1,0.5,0,0.75,1,0.9,-1,-2,0.750000012,0.249999988,1,3.78323259282777e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_921.mat
1,0.5,0,0.75,1,0.9,-1,-1.5,0.750000012,0.249999988,1,3.94857392813983e-312,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_922.mat
1,0.5,0,0.75,1,0.9,-1,-1,1,0,0.825330857,0.811549231,707,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_923.mat
1,0.5,0,0.75,1,0.9,-1,-0.5,0.249999989,0.750000011,2.50318024859509e-312,1,1039,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_924.mat
1,0.5,0,0.75,1,0.9,-1,0,0.249999989,0.750000011,2.50318024859509e-312,1,1039,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_925.mat
1,0.5,0,0.75,1,0.9,-0.5,-2.5,0.750000012,0.249999988,1,3.75985364131079e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_926.mat
1,0.5,0,0.75,1,0.9,-0.5,-2,0.750000012,0.249999988,1,3.78323259282777e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_927.mat
1,0.5,0,0.75,1,0.9,-0.5,-1.5,0.750000012,0.249999988,1,3.94857392813983e-312,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_928.mat
1,0.5,0,0.75,1,0.9,-0.5,-1,0.750000012,0.249999988,1,2.00814443485407e-312,1039,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_929.mat
1,0.5,0,0.75,1,0.9,-0.5,-0.5,1,0,1,1,837,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_930.mat
1,0.5,0,0.75,1,0.9,-0.5,0,1,0,1,1,837,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_931.mat
1,0.5,0,0.75,1,0.9,0,-2.5,0.750000012,0.249999988,1,3.75985364131079e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_932.mat
1,0.5,0,0.75,1,0.9,0,-2,0.750000012,0.249999988,1,3.78323259282777e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_933.mat
1,0.5,0,0.75,1,0.9,0,-1.5,0.750000012,0.249999988,1,3.94857392813983e-312,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_934.mat
1,0.5,0,0.75,1,0.9,0,-1,0.750000012,0.249999988,1,2.00814443485407e-312,1039,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_935.mat
1,0.5,0,0.75,1,0.9,0,-0.5,1,0,1,1,837,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_936.mat
1,0.5,0,0.75,1,0.9,0,0,0.750000012,0.249999988,1,4.34588275575255e-311,1031,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_937.mat
1,0.5,0,0.75,1,0.925,-2.5,-2.5,1,0,0.559152166,0.561847508,904,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_938.mat
1,0.5,0,0.75,1,0.925,-2.5,-2,1,0,0.744603302,0.726737877,821,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_939.mat
1,0.5,0,0.75,1,0.925,-2.5,-1.5,0.146593855,0.853406145,0.280175335,0.839855195,3000000,0,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_940.mat
1,0.5,0,0.75,1,0.925,-2.5,-1,0.249999989,0.750000011,2.05262229484771e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_941.mat
1,0.5,0,0.75,1,0.925,-2.5,-0.5,0.249999989,0.750000011,2.05262229484771e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_942.mat
1,0.5,0,0.75,1,0.925,-2.5,0,0.249999989,0.750000011,2.05262229484771e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_943.mat
1,0.5,0,0.75,1,0.925,-2,-2.5,1,0,0.54552869,0.566284906,994,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_944.mat
1,0.5,0,0.75,1,0.925,-2,-2,1,0,0.54552869,0.54883352,904,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_945.mat
1,0.5,0,0.75,1,0.925,-2,-1.5,1,0,0.744740983,3.24E-33,264,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_946.mat
1,0.5,0,0.75,1,0.925,-2,-1,0.249999989,0.750000011,2.06598704648362e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_947.mat
1,0.5,0,0.75,1,0.925,-2,-0.5,0.249999989,0.750000011,2.06598704648362e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_948.mat
1,0.5,0,0.75,1,0.925,-2,0,0.249999989,0.750000011,2.06598704648362e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_949.mat
1,0.5,0,0.75,1,0.925,-1.5,-2.5,1,4.11E-12,0.390099205,0.559412322,3733,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_950.mat
1,0.5,0,0.75,1,0.925,-1.5,-2,1,8.47E-14,0.390099205,0.543222304,2725,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_951.mat
1,0.5,0,0.75,1,0.925,-1.5,-1.5,1,0,0.390099205,0.403521265,915,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_952.mat
1,0.5,0,0.75,1,0.925,-1.5,-1,0.249999989,0.750000011,2.28414626730987e-312,1,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_953.mat
1,0.5,0,0.75,1,0.925,-1.5,-0.5,0.249999989,0.750000011,2.28414626730987e-312,1,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_954.mat
1,0.5,0,0.75,1,0.925,-1.5,0,0.249999989,0.750000011,2.28414626730987e-312,1,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_955.mat
1,0.5,0,0.75,1,0.925,-1,-2.5,0.750000011,0.249999989,1,3.81153698969781e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_956.mat
1,0.5,0,0.75,1,0.925,-1,-2,0.750000011,0.249999989,1,3.83547897159681e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_957.mat
1,0.5,0,0.75,1,0.925,-1,-1.5,0.750000011,0.249999989,1,2.02050836034951e-312,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_958.mat
1,0.5,0,0.75,1,0.925,-1,-1,1,0,0.825330857,0.815104716,943,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_959.mat
1,0.5,0,0.75,1,0.925,-1,-0.5,0.249999989,0.750000011,2.43974290926614e-312,1,1039,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_960.mat
1,0.5,0,0.75,1,0.925,-1,0,0.249999989,0.750000011,2.43974290926614e-312,1,1039,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_961.mat
1,0.5,0,0.75,1,0.925,-0.5,-2.5,0.750000011,0.249999989,1,3.81153698969781e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_962.mat
1,0.5,0,0.75,1,0.925,-0.5,-2,0.750000011,0.249999989,1,3.83547897159681e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_963.mat
1,0.5,0,0.75,1,0.925,-0.5,-1.5,0.750000011,0.249999989,1,2.02050836034951e-312,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_964.mat
1,0.5,0,0.75,1,0.925,-0.5,-1,0.750000011,0.249999989,1,2.07214146941936e-312,1039,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_965.mat
1,0.5,0,0.75,1,0.925,-0.5,-0.5,1,0,1,1,1111,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_966.mat
1,0.5,0,0.75,1,0.925,-0.5,0,1,0,1,1,1111,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_967.mat
1,0.5,0,0.75,1,0.925,0,-2.5,0.750000011,0.249999989,1,3.81153698969781e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_968.mat
1,0.5,0,0.75,1,0.925,0,-2,0.750000011,0.249999989,1,3.83547897159681e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_969.mat
1,0.5,0,0.75,1,0.925,0,-1.5,0.750000011,0.249999989,1,2.02050836034951e-312,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_970.mat
1,0.5,0,0.75,1,0.925,0,-1,0.750000011,0.249999989,1,2.07214146941936e-312,1039,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_971.mat
1,0.5,0,0.75,1,0.925,0,-0.5,1,0,1,1,1111,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_972.mat
1,0.5,0,0.75,1,0.925,0,0,0.750000011,0.249999989,1,6.95341066233904e-310,1027,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_973.mat
1,0.5,0,0.75,1,0.95,-2.5,-2.5,1,0,0.744603302,0.73885923,1357,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_974.mat
1,0.5,0,0.75,1,0.95,-2.5,-2,1,0,0.559152166,0.540610413,1174,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_975.mat
1,0.5,0,0.75,1,0.95,-2.5,-1.5,0.390324684,0.609675316,0.388722446,0.821813067,3000000,0,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_976.mat
1,0.5,0,0.75,1,0.95,-2.5,-1,0.249999989,0.750000011,2.02766921803917e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_977.mat
1,0.5,0,0.75,1,0.95,-2.5,-0.5,0.249999989,0.750000011,2.02766921803917e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_978.mat
1,0.5,0,0.75,1,0.95,-2.5,0,0.249999989,0.750000011,2.02766921803917e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_979.mat
1,0.5,0,0.75,1,0.95,-2,-2.5,1,0,0.744740983,0.745947587,1579,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_980.mat
1,0.5,0,0.75,1,0.95,-2,-2,1,0,0.744740983,0.738691103,1357,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_981.mat
1,0.5,0,0.75,1,0.95,-2,-1.5,1,0,0.54552869,9.11E-36,264,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_982.mat
1,0.5,0,0.75,1,0.95,-2,-1,0.249999989,0.750000011,2.04082513001391e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_983.mat
1,0.5,0,0.75,1,0.95,-2,-0.5,0.249999989,0.750000011,2.04082513001391e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_984.mat
1,0.5,0,0.75,1,0.95,-2,0,0.249999989,0.750000011,2.04082513001391e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_985.mat
1,0.5,0,0.75,1,0.95,-1.5,-2.5,0.822127859,0.177872141,0.864641265,0.229606738,3000000,0,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_986.mat
1,0.5,0,0.75,1,0.95,-1.5,-2,0,1,5.12E-48,0.54552869,896,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_987.mat
1,0.5,0,0.75,1,0.95,-1.5,-1.5,1,0,0.390099205,0.399006016,1374,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_988.mat
1,0.5,0,0.75,1,0.95,-1.5,-1,0.249999989,0.750000011,2.23942500769397e-312,1,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_989.mat
1,0.5,0,0.75,1,0.95,-1.5,-0.5,0.249999989,0.750000011,2.23942500769397e-312,1,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_990.mat
1,0.5,0,0.75,1,0.95,-1.5,0,0.249999989,0.750000011,2.23942500769397e-312,1,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_991.mat
1,0.5,0,0.75,1,0.95,-1,-2.5,0.750000011,0.249999989,1,3.86191700824196e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_992.mat
1,0.5,0,0.75,1,0.95,-1,-2,0.750000011,0.249999989,1,3.88638950598871e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_993.mat
1,0.5,0,0.75,1,0.95,-1,-1.5,0.750000011,0.249999989,1,2.06567955864698e-312,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_994.mat
1,0.5,0,0.75,1,0.95,-1,-1,1,0,0.41266543,0.422708861,1416,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_995.mat
1,0.5,0,0.75,1,0.95,-1,-0.5,0.249999989,0.750000011,2.37736049320761e-312,1,1039,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_996.mat
1,0.5,0,0.75,1,0.95,-1,0,0.249999989,0.750000011,2.37736049320761e-312,1,1039,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_997.mat
1,0.5,0,0.75,1,0.95,-0.5,-2.5,0.750000011,0.249999989,1,3.86191700824196e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_998.mat
1,0.5,0,0.75,1,0.95,-0.5,-2,0.750000011,0.249999989,1,3.88638950598871e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_999.mat
1,0.5,0,0.8,1,0.9,-2.5,-2.5,1,0,0.825355161,0.832434046,659,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1082.mat
1,0.5,0,0.8,1,0.9,-2.5,-2,1,0,0.825355161,0.84277577,643,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1083.mat
1,0.5,0,0.8,1,0.9,-2.5,-1.5,1,0,0.825355161,0.87687965,597,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1084.mat
1,0.5,0,0.8,1,0.9,-2.5,-1,1,0,0.825355161,1,481,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1085.mat
1,0.5,0,0.8,1,0.9,-2.5,-0.5,1,0,0.825355161,1,481,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1086.mat
1,0.5,0,0.8,1,0.9,-2.5,0,1,0,0.825355161,1,481,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1087.mat
1,0.5,0,0.8,1,0.9,-2,-2.5,1,0,0.827510556,0.823907593,677,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1088.mat
1,0.5,0,0.8,1,0.9,-2,-2,1,0,0.827510556,0.834560501,659,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1089.mat
1,0.5,0,0.8,1,0.9,-2,-1.5,1,0,0.827510556,0.869734386,607,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1090.mat
1,0.5,0,0.8,1,0.9,-2,-1,1,0,0.827510556,1,476,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1091.mat
1,0.5,0,0.8,1,0.9,-2,-0.5,1,0,0.827510556,1,476,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1092.mat
1,0.5,0,0.8,1,0.9,-2,0,1,0,0.827510556,1,476,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1093.mat
1,0.5,0,0.8,1,0.9,-1.5,-2.5,1,0,0.834464104,0.790547859,774,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1094.mat
1,0.5,0,0.8,1,0.9,-1.5,-2,1,0,0.834464104,0.802293274,743,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1095.mat
1,0.5,0,0.8,1,0.9,-1.5,-1.5,1,0,0.834464104,0.841410134,659,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1096.mat
1,0.5,0,0.8,1,0.9,-1.5,-1,1,0,0.834464104,1,461,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1097.mat
1,0.5,0,0.8,1,0.9,-1.5,-0.5,1,0,0.834464104,1,461,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1098.mat
1,0.5,0,0.8,1,0.9,-1.5,0,1,0,0.834464104,1,461,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1099.mat
1,0.5,0,0.8,1,0.9,-1,-2.5,0.419932016,0.580067984,1,0.721244793,1443,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1100.mat
1,0.5,0,0.8,1,0.9,-1,-2,0.413471298,0.586528702,1,0.726154505,1697,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1101.mat
1,0.5,0,0.8,1,0.9,-1,-1.5,0.594185293,0.405814707,0.941925031,0.708335247,1885,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1102.mat
1,0.5,0,0.8,1,0.9,-1,-1,1,0,0.860300979,0.866544148,661,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1103.mat
1,0.5,0,0.8,1,0.9,-1,-0.5,1,0,0.860300979,1,414,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1104.mat
1,0.5,0,0.8,1,0.9,-1,0,1,0,0.860300979,1,414,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1105.mat
1,0.5,0,0.8,1,0.9,-0.5,-2.5,0.419932016,0.580067984,1,0.721244793,1413,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1106.mat
1,0.5,0,0.8,1,0.9,-0.5,-2,0.413471298,0.586528702,1,0.726154505,1424,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1107.mat
1,0.5,0,0.8,1,0.9,-0.5,-1.5,0.391455412,0.608544588,1,0.742140882,1464,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1108.mat
1,0.5,0,0.8,1,0.9,-0.5,-1,0.291082342,0.708917658,1,0.802955494,1698,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1109.mat
1,0.5,0,0.8,1,0.9,-0.5,-0.5,1,0,1,1,796,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1110.mat
1,0.5,0,0.8,1,0.9,-0.5,0,1,0,1,1,796,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1111.mat
1,0.5,0,0.8,1,0.9,0,-2.5,0.419932016,0.580067984,1,0.721244793,1413,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1112.mat
1,0.5,0,0.8,1,0.9,0,-2,0.413471298,0.586528702,1,0.726154505,1424,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_1113.mat
