model,b1,log10c0,p1,E1,E2,log10delta1,log10delta2,pop_frac1,pop_frac2,strategy1,strategy2,batches,steady_state,fullname
1,0.5,0,0.6,1,0.95,-2,0,0.399999995,0.600000005,2.39401151357883e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_445.mat
1,0.5,0,0.6,1,0.95,-1.5,-2.5,0.399999995,0.600000005,4.90658818858678e-312,1,1035,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_446.mat
1,0.5,0,0.6,1,0.95,-1.5,-2,0.399999995,0.600000005,1.95979075434371e-312,1,1039,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_447.mat
1,0.5,0,0.6,1,0.95,-1.5,-1.5,1,0,0.353132944,0.362499172,1442,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_448.mat
1,0.5,0,0.6,1,0.95,-1.5,-1,0.399999995,0.600000005,2.45053976410491e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_449.mat
1,0.5,0,0.6,1,0.95,-1.5,-0.5,0.399999995,0.600000005,2.45053976410491e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_450.mat
1,0.5,0,0.6,1,0.95,-1.5,0,0.399999995,0.600000005,2.45053976410491e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_451.mat
1,0.5,0,0.6,1,0.95,-1,-2.5,0.600000006,0.399999994,1,2.27871502957888e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_452.mat
1,0.5,0,0.6,1,0.95,-1,-2,0.600000006,0.399999994,1,2.29111050507386e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_453.mat
1,0.5,0,0.6,1,0.95,-1,-1.5,0.600000006,0.399999994,1,2.34382915450905e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_454.mat
1,0.5,0,0.6,1,0.95,-1,-1,1,0,0.366508822,0.375523578,1455,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_455.mat
1,0.5,0,0.6,1,0.95,-1,-0.5,0.399999995,0.600000005,1.28416664771692e-312,1,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_456.mat
1,0.5,0,0.6,1,0.95,-1,0,0.399999995,0.600000005,1.28416664771692e-312,1,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_457.mat
1,0.5,0,0.6,1,0.95,-0.5,-2.5,0.600000006,0.399999994,1,2.27871502957888e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_458.mat
1,0.5,0,0.6,1,0.95,-0.5,-2,0.600000006,0.399999994,1,2.29111050507386e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_459.mat
1,0.5,0,0.6,1,0.95,-0.5,-1.5,0.600000006,0.399999994,1,2.34382915450905e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_460.mat
1,0.5,0,0.6,1,0.95,-0.5,-1,0.600000006,0.399999994,1,2.39256428839129e-312,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_461.mat
1,0.5,0,0.6,1,0.95,-0.5,-0.5,1,1.79E-20,0.669693159,0.659477528,1760,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_462.mat
1,0.5,0,0.6,1,0.95,-0.5,0,0.399999995,0.600000005,1.42201410107327e-312,1,1040,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_463.mat
1,0.5,0,0.6,1,0.95,0,-2.5,0.600000006,0.399999994,1,2.27871502957888e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_464.mat
1,0.5,0,0.6,1,0.95,0,-2,0.600000006,0.399999994,1,2.29111050507386e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_465.mat
1,0.5,0,0.6,1,0.95,0,-1.5,0.600000006,0.399999994,1,2.34382915450905e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_466.mat
1,0.5,0,0.6,1,0.95,0,-1,0.600000006,0.399999994,1,2.39256428839129e-312,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_467.mat
1,0.5,0,0.6,1,0.95,0,-0.5,0.600000006,0.399999994,1,1.27536321927734e-312,1040,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_468.mat
1,0.5,0,0.6,1,0.95,0,0,0.600000006,0.399999994,1,2.71616767753861e-311,1031,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_469.mat
1,0.5,0,0.6,1,0.975,-2.5,-2.5,1,2.73E-16,0.673949678,0.670623273,2123,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_470.mat
1,0.5,0,0.6,1,0.975,-2.5,-2,1,1.66E-16,0.673949678,0.673860921,2093,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_471.mat
1,0.5,0,0.6,1,0.975,-2.5,-1.5,0.399999995,0.600000005,1.22369474526524e-312,1,1047,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_472.mat
1,0.5,0,0.6,1,0.975,-2.5,-1,0.399999995,0.600000005,2.35502697227523e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_473.mat
1,0.5,0,0.6,1,0.975,-2.5,-0.5,0.399999995,0.600000005,2.35502697227523e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_474.mat
1,0.5,0,0.6,1,0.975,-2.5,0,0.399999995,0.600000005,2.35502697227523e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_475.mat
1,0.5,0,0.6,1,0.975,-2,-2.5,1,4.22E-16,0.392599635,0.401228223,2148,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_476.mat
1,0.5,0,0.6,1,0.975,-2,-2,1,2.76E-16,0.679454264,0.67596752,2121,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_477.mat
1,0.5,0,0.6,1,0.975,-2,-1.5,0.600000005,0.399999995,1,2.37297528757133e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_478.mat
1,0.5,0,0.6,1,0.975,-2,-1,0.399999995,0.600000005,2.3681216448774e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_479.mat
1,0.5,0,0.6,1,0.975,-2,-0.5,0.399999995,0.600000005,2.3681216448774e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_480.mat
1,0.5,0,0.6,1,0.975,-2,0,0.399999995,0.600000005,2.3681216448774e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_481.mat
1,0.5,0,0.6,1,0.975,-1.5,-2.5,0.600000005,0.399999995,1,1.77194023786121e-312,1046,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_482.mat
1,0.5,0,0.6,1,0.975,-1.5,-2,0.399999995,0.600000005,2.42561538365179e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_483.mat
1,0.5,0,0.6,1,0.975,-1.5,-1.5,1,6.98E-16,0.722927356,0.718301126,2188,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_484.mat
1,0.5,0,0.6,1,0.975,-1.5,-1,0.399999995,0.600000005,2.42375520760213e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_485.mat
1,0.5,0,0.6,1,0.975,-1.5,-0.5,0.399999995,0.600000005,2.42375520760213e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_486.mat
1,0.5,0,0.6,1,0.975,-1.5,0,0.399999995,0.600000005,2.42375520760213e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_487.mat
1,0.5,0,0.6,1,0.975,-1,-2.5,0.600000005,0.399999995,1,2.30466829052911e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_488.mat
1,0.5,0,0.6,1,0.975,-1,-2,0.600000005,0.399999995,1,2.31730481152237e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_489.mat
1,0.5,0,0.6,1,0.975,-1,-1.5,0.600000005,0.399999995,1,2.37105497536803e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_490.mat
1,0.5,0,0.6,1,0.975,-1,-1,1,8.41E-16,0.706548215,0.702037533,2197,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_491.mat
1,0.5,0,0.6,1,0.975,-1,-0.5,0.399999995,0.600000005,1.26204224751965e-312,1,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_492.mat
1,0.5,0,0.6,1,0.975,-1,0,0.399999995,0.600000005,1.26204224751965e-312,1,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_493.mat
1,0.5,0,0.6,1,0.975,-0.5,-2.5,0.600000005,0.399999995,1,2.30466829052911e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_494.mat
1,0.5,0,0.6,1,0.975,-0.5,-2,0.600000005,0.399999995,1,2.31730481152237e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_495.mat
1,0.5,0,0.6,1,0.975,-0.5,-1.5,0.600000005,0.399999995,1,2.37105497536803e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_496.mat
1,0.5,0,0.6,1,0.975,-0.5,-1,0.600000005,0.399999995,1,1.21862788065162e-312,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_497.mat
1,0.5,0,0.6,1,0.975,-0.5,-0.5,1,1.44E-14,0.669693159,0.664579055,2472,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_498.mat
1,0.5,0,0.6,1,0.975,-0.5,0,0.399999995,0.600000005,1.38504077623267e-312,1,1040,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_499.mat
1,0.5,0,0.6,1,0.975,0,-2.5,0.600000005,0.399999995,1,2.30466829052911e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_500.mat
1,0.5,0,0.6,1,0.975,0,-2,0.600000005,0.399999995,1,2.31730481152237e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_501.mat
1,0.5,0,0.6,1,0.975,0,-1.5,0.600000005,0.399999995,1,2.37105497536803e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_502.mat
1,0.5,0,0.6,1,0.975,0,-1,0.600000005,0.399999995,1,1.21862788065162e-312,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_503.mat
1,0.5,0,0.6,1,0.975,0,-0.5,0.600000005,0.399999995,1,1.31254962151849e-312,1040,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_504.mat
1,0.5,0,0.6,1,0.975,0,0,0.600000005,0.399999995,1,2.17293384514146e-310,1028,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_505.mat
1,0.5,0,0.6,1,1,-2.5,-2.5,0.5,0.5,0.40085682,0.40085682,1000,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_506.mat
1,0.5,0,0.6,1,1,-2.5,-2,0.999999931,6.85E-08,0.673949678,0.677295787,32981,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_507.mat
1,0.5,0,0.6,1,1,-2.5,-1.5,0.399999995,0.600000005,1.77164153960063e-312,1,1044,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_508.mat
1,0.5,0,0.6,1,1,-2.5,-1,0.399999995,0.600000005,2.32989454012648e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_509.mat
1,0.5,0,0.6,1,1,-2.5,-0.5,0.399999995,0.600000005,2.32989454012648e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_510.mat
1,0.5,0,0.6,1,1,-2.5,0,0.399999995,0.600000005,2.32989454012648e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_511.mat
1,0.5,0,0.6,1,1,-2,-2.5,6.85E-08,0.999999931,0.677295787,0.673949678,32981,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_512.mat
1,0.5,0,0.6,1,1,-2,-2,0.5,0.5,0.392599634,0.392599634,1000,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_513.mat
1,0.5,0,0.6,1,1,-2,-1.5,0.600000005,0.399999995,1,2.39937027898918e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_514.mat
1,0.5,0,0.6,1,1,-2,-1,0.399999995,0.600000005,2.34276222058677e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_515.mat
1,0.5,0,0.6,1,1,-2,-0.5,0.399999995,0.600000005,2.34276222058677e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_516.mat
1,0.5,0,0.6,1,1,-2,0,0.399999995,0.600000005,2.34276222058677e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_517.mat
1,0.5,0,0.6,1,1,-1.5,-2.5,0.600000005,0.399999995,1,1.77164153960063e-312,1044,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_518.mat
1,0.5,0,0.6,1,1,-1.5,-2,0.399999995,0.600000005,2.39937027898918e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_519.mat
1,0.5,0,0.6,1,1,-1.5,-1.5,0.5,0.5,0.722927356,0.722927356,1000,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_520.mat
1,0.5,0,0.6,1,1,-1.5,-1,0.399999995,0.600000005,2.3974762107279e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_521.mat
1,0.5,0,0.6,1,1,-1.5,-0.5,0.399999995,0.600000005,2.3974762107279e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_522.mat
1,0.5,0,0.6,1,1,-1.5,0,0.399999995,0.600000005,2.3974762107279e-312,1,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_523.mat
1,0.5,0,0.6,1,1,-1,-2.5,0.600000005,0.399999995,1,2.32989454012648e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_524.mat
1,0.5,0,0.6,1,1,-1,-2,0.600000005,0.399999995,1,2.34276222058677e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_525.mat
1,0.5,0,0.6,1,1,-1,-1.5,0.600000005,0.399999995,1,2.3974762107279e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_526.mat
1,0.5,0,0.6,1,1,-1,-1,0.5,0.5,0.413096433,0.413096433,1000,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_527.mat
1,0.5,0,0.6,1,1,-1,-0.5,0.399999995,0.600000005,1.2403707312182e-312,1,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_528.mat
1,0.5,0,0.6,1,1,-1,0,0.399999995,0.600000005,1.2403707312182e-312,1,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_529.mat
1,0.5,0,0.6,1,1,-0.5,-2.5,0.600000005,0.399999995,1,2.32989454012648e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_530.mat
1,0.5,0,0.6,1,1,-0.5,-2,0.600000005,0.399999995,1,2.34276222058677e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_531.mat
1,0.5,0,0.6,1,1,-0.5,-1.5,0.600000005,0.399999995,1,2.3974762107279e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_532.mat
1,0.5,0,0.6,1,1,-0.5,-1,0.600000005,0.399999995,1,1.2403707312182e-312,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_533.mat
1,0.5,0,0.6,1,1,-0.5,-0.5,0.5,0.5,0.669693158,0.669693158,1000,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_534.mat
1,0.5,0,0.6,1,1,-0.5,0,0.399999995,0.600000005,1.34882966123154e-312,1,1040,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_535.mat
1,0.5,0,0.6,1,1,0,-2.5,0.600000005,0.399999995,1,2.32989454012648e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_536.mat
1,0.5,0,0.6,1,1,0,-2,0.600000005,0.399999995,1,2.34276222058677e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_537.mat
1,0.5,0,0.6,1,1,0,-1.5,0.600000005,0.399999995,1,2.3974762107279e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_538.mat
1,0.5,0,0.6,1,1,0,-1,0.600000005,0.399999995,1,1.2403707312182e-312,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_539.mat
1,0.5,0,0.6,1,1,0,-0.5,0.600000005,0.399999995,1,1.34882966123154e-312,1040,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_540.mat
1,0.5,0,0.6,1,1,0,0,0.600000005,0.399999995,1,2.71616702654833e-311,1031,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_541.mat
1,0.5,0,0.65,1,0.9,-2.5,-2.5,1,0,0.432210607,0.441722264,680,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_542.mat
1,0.5,0,0.65,1,0.9,-2.5,-2,1,0,0.691271917,0.67904784,671,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_543.mat
1,0.5,0,0.65,1,0.9,-2.5,-1.5,0.349999993,0.650000007,1.42885024798068e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_544.mat
1,0.5,0,0.65,1,0.9,-2.5,-1,0.349999993,0.650000007,1.42885024798068e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_545.mat
1,0.5,0,0.65,1,0.9,-2.5,-0.5,0.349999993,0.650000007,1.42885024798068e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_546.mat
1,0.5,0,0.65,1,0.9,-2.5,0,0.349999993,0.650000007,1.42885024798068e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_547.mat
1,0.5,0,0.65,1,0.9,-2,-2.5,1,0,0.422909907,0.439983767,688,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_548.mat
1,0.5,0,0.65,1,0.9,-2,-2,1,0,0.422909907,0.433259208,680,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_549.mat
1,0.5,0,0.65,1,0.9,-2,-1.5,0.349999993,0.650000007,1.43691584203077e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_550.mat
1,0.5,0,0.65,1,0.9,-2,-1,0.349999993,0.650000007,1.43691584203077e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_551.mat
1,0.5,0,0.65,1,0.9,-2,-0.5,0.349999993,0.650000007,1.43691584203077e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_552.mat
1,0.5,0,0.65,1,0.9,-2,0,0.349999993,0.650000007,1.43691584203077e-312,1,1037,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_553.mat
1,0.5,0,0.65,1,0.9,-1.5,-2.5,0.650000007,0.349999993,1,2.60268439399322e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_554.mat
1,0.5,0,0.65,1,0.9,-1.5,-2,0.650000007,0.349999993,1,2.61657740625495e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_555.mat
1,0.5,0,0.65,1,0.9,-1.5,-1.5,1,0,0.738227664,0.72739634,714,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_556.mat
1,0.5,0,0.65,1,0.9,-1.5,-1,1,0,0.738227664,0.744455344,650,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_557.mat
1,0.5,0,0.65,1,0.9,-1.5,-0.5,0.349999993,0.650000007,1.53959568587839e-312,1,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_558.mat
1,0.5,0,0.65,1,0.9,-1.5,0,0.349999993,0.650000007,1.53959568587839e-312,1,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_559.mat
1,0.5,0,0.65,1,0.9,-1,-2.5,0.650000007,0.349999993,1,2.60268439399322e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_560.mat
1,0.5,0,0.65,1,0.9,-1,-2,0.650000007,0.349999993,1,2.61657740625495e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_561.mat
1,0.5,0,0.65,1,0.9,-1,-1.5,1,0,0.464692258,0.50549459,808,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_562.mat
1,0.5,0,0.65,1,0.9,-1,-1,1,0,0.464692258,0.466468395,720,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_563.mat
1,0.5,0,0.65,1,0.9,-1,-0.5,0.349999993,0.650000007,1.5912451445093e-312,1,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_564.mat
1,0.5,0,0.65,1,0.9,-1,0,0.349999993,0.650000007,1.5912451445093e-312,1,1038,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_565.mat
1,0.5,0,0.65,1,0.9,-0.5,-2.5,0.650000007,0.349999993,1,2.60268439399322e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_566.mat
1,0.5,0,0.65,1,0.9,-0.5,-2,0.650000007,0.349999993,1,2.61657740625495e-312,1036,1,2a__model_1__log10c0_0__p1_0.5to1__E_[1_0.9to1]__log10(delta_c0)_-2.5to0/out_567.mat
